antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
"['B00FTJI60I', 'B00CXZPG0O']","['B00GOLGWVK', 'B00AS527QW']",0.3190045248868778,0.3054298642533937,0.23755656108597284,0.7446808510638298,2.4381402679275017,0.1401230523535554,2.7203996983408745,0.8661604176554343
"['B00FTJI60I', 'B00AS527QW']","['B00GOLGWVK', 'B00CXZPG0O']",0.2420814479638009,0.3936651583710407,0.23755656108597284,0.9813084112149533,2.4927489526264908,0.1422575295346123,32.43891402714932,0.7901066098081023
"['B00GOLGWVK', 'B00AS527QW']","['B00FTJI60I', 'B00CXZPG0O']",0.3054298642533937,0.3190045248868778,0.23755656108597284,0.7777777777777777,2.4381402679275017,0.1401230523535554,3.0644796380090487,0.849232201023732
"['B00CXZPG0O', 'B00AS527QW']","['B00FTJI60I', 'B00GOLGWVK']",0.3054298642533937,0.33031674208144796,0.23755656108597284,0.7777777777777777,2.3546423135464227,0.13666796339141293,3.0135746606334832,0.8282922289436947
['B00IGYPALG'],['B00CXZPG0O'],0.2873303167420814,0.47737556561085975,0.26018099547511314,0.9055118110236222,1.8968541254618057,0.12301652300321453,5.531108597285077,0.6634368530020704
['B00IGYPALG'],['B00GOLGWVK'],0.2873303167420814,0.47058823529411764,0.2579185520361991,0.8976377952755907,1.9074803149606303,0.12270428533404315,5.171945701357475,0.6675577833472571
['B00IGYPALG'],['B00AS527QW'],0.2873303167420814,0.3416289592760181,0.22850678733031674,0.7952755905511811,2.3278927882359075,0.1303464302532708,3.2158893143056044,0.8004086122898003
['B00IGYPALG'],['B00FTJI60I'],0.2873303167420814,0.36199095022624433,0.2149321266968326,0.7480314960629922,2.066437007874016,0.11092115231055878,2.532098416289594,0.7241436925647453
"['B00GOLGWVK', 'B00IGYPALG']",['B00CXZPG0O'],0.2579185520361991,0.47737556561085975,0.24660633484162897,0.956140350877193,2.0029101188991434,0.12348232018181445,11.91583710407239,0.6747594540165585
"['B00CXZPG0O', 'B00IGYPALG']",['B00GOLGWVK'],0.26018099547511314,0.47058823529411764,0.24660633484162897,0.9478260869565217,2.014130434782609,0.12416821932392867,10.147058823529406,0.6805824425553404
['B00IGYPALG'],"['B00GOLGWVK', 'B00CXZPG0O']",0.2873303167420814,0.3936651583710407,0.24660633484162897,0.8582677165354332,2.1801973029233417,0.1334944001965562,4.278029160382106,0.7595747779234019
"['B00GOLGWVK', 'B00AS527QW']",['B00IGYPALG'],0.3054298642533937,0.2873303167420814,0.22171945701357465,0.7259259259259259,2.526450860309128,0.1339601973751561,2.6002812767518644,0.8698730306454829
"['B00GOLGWVK', 'B00IGYPALG']",['B00AS527QW'],0.2579185520361991,0.3416289592760181,0.22171945701357465,0.8596491228070174,2.516323922388753,0.1336070105034704,4.6908936651583675,0.8120333499253357
"['B00AS527QW', 'B00IGYPALG']",['B00GOLGWVK'],0.22850678733031674,0.47058823529411764,0.22171945701357465,0.9702970297029703,2.0618811881188117,0.11418685121107267,17.82352941176469,0.6675444371296906
['B00IGYPALG'],"['B00GOLGWVK', 'B00AS527QW']",0.2873303167420814,0.3054298642533937,0.22171945701357465,0.7716535433070867,2.526450860309128,0.1339601973751561,3.041738180683415,0.8477810171687722
"['B00CXZPG0O', 'B00AS527QW']",['B00IGYPALG'],0.3054298642533937,0.2873303167420814,0.22171945701357465,0.7259259259259259,2.526450860309128,0.1339601973751561,2.6002812767518644,0.8698730306454829
"['B00CXZPG0O', 'B00IGYPALG']",['B00AS527QW'],0.26018099547511314,0.3416289592760181,0.22171945701357465,0.8521739130434781,2.4944428448027636,0.13283409430601337,4.453686451956344,0.809804655807277
"['B00AS527QW', 'B00IGYPALG']",['B00CXZPG0O'],0.22850678733031674,0.47737556561085975,0.22171945701357465,0.9702970297029703,2.032565341842241,0.11263590016584425,17.59502262443437,0.6584774672332275
['B00IGYPALG'],"['B00CXZPG0O', 'B00AS527QW']",0.2873303167420814,0.3054298642533937,0.22171945701357465,0.7716535433070867,2.526450860309128,0.1339601973751561,3.041738180683415,0.8477810171687722
"['B00GOLGWVK', 'B00CXZPG0O', 'B00AS527QW']",['B00IGYPALG'],0.2828054298642534,0.2873303167420814,0.2171945701357466,0.768,2.67288188976378,0.1359359963964702,3.07185208300827,0.8726669295478445
"['B00GOLGWVK', 'B00CXZPG0O', 'B00IGYPALG']",['B00AS527QW'],0.24660633484162897,0.3416289592760181,0.2171945701357466,0.8807339449541284,2.578042408408773,0.13294670461292768,5.520187956839537,0.8124687187187187
"['B00GOLGWVK', 'B00AS527QW', 'B00IGYPALG']",['B00CXZPG0O'],0.22171945701357465,0.47737556561085975,0.2171945701357466,0.979591836734694,2.052035980268885,0.1113511189369587,25.60859728506798,0.6587330426356589
"['B00CXZPG0O', 'B00AS527QW', 'B00IGYPALG']",['B00GOLGWVK'],0.22171945701357465,0.47058823529411764,0.2171945701357466,0.979591836734694,2.0816326530612246,0.11285600212935855,25.94117647058835,0.6676356589147288
"['B00GOLGWVK', 'B00AS527QW']","['B00CXZPG0O', 'B00IGYPALG']",0.3054298642533937,0.26018099547511314,0.2171945701357466,0.711111111111111,2.733140096618357,0.13772752400646998,2.5609119387399923,0.9129682410423453
"['B00GOLGWVK', 'B00IGYPALG']","['B00CXZPG0O', 'B00AS527QW']",0.2579185520361991,0.3054298642533937,0.2171945701357466,0.8421052631578947,2.757115009746588,0.13841854179889845,4.398944193061839,0.8588033536585364
"['B00CXZPG0O', 'B00AS527QW']","['B00GOLGWVK', 'B00IGYPALG']",0.3054298642533937,0.2579185520361991,0.2171945701357466,0.711111111111111,2.757115009746588,0.13841854179889845,2.5687434737208488,0.9175488599348532
"['B00CXZPG0O', 'B00IGYPALG']","['B00GOLGWVK', 'B00AS527QW']",0.26018099547511314,0.3054298642533937,0.2171945701357466,0.8347826086956521,2.733140096618357,0.13772752400646998,4.203977137413669,0.8571292048929664
"['B00AS527QW', 'B00IGYPALG']","['B00GOLGWVK', 'B00CXZPG0O']",0.22850678733031674,0.3936651583710407,0.2171945701357466,0.9504950495049506,2.414475930351656,0.12723940951249973,12.247963800904996,0.7593475073313782
['B00IGYPALG'],"['B00GOLGWVK', 'B00CXZPG0O', 'B00AS527QW']",0.2873303167420814,0.2828054298642534,0.2171945701357466,0.7559055118110237,2.67288188976378,0.1359359963964702,2.9381842066851567,0.878207671957672
"['B00FTJI60I', 'B00IGYPALG']",['B00CXZPG0O'],0.2149321266968326,0.47737556561085975,0.21040723981900453,0.9789473684210526,2.050685956597655,0.1078038942691591,24.824660633484083,0.6526292956524433
"['B00CXZPG0O', 'B00IGYPALG']",['B00FTJI60I'],0.26018099547511314,0.36199095022624433,0.21040723981900453,0.808695652173913,2.234021739130435,0.11622407403615814,3.3350473056355407,0.7466377297688337
['B00IGYPALG'],"['B00FTJI60I', 'B00CXZPG0O']",0.2873303167420814,0.3190045248868778,0.21040723981900453,0.7322834645669292,2.2955268889261187,0.11874756864110073,2.5437183923343096,0.791909882232463
"['B00FTJI60I', 'B00IGYPALG']",['B00GOLGWVK'],0.2149321266968326,0.47058823529411764,0.2081447963800905,0.968421052631579,2.057894736842105,0.10700026616981635,16.76470588235295,0.6548051622603683
"['B00GOLGWVK', 'B00IGYPALG']",['B00FTJI60I'],0.2579185520361991,0.36199095022624433,0.2081447963800905,0.8070175438596491,2.2293859649122805,0.11478061464752974,3.3060468942821872,0.7431071049840933
['B00IGYPALG'],"['B00FTJI60I', 'B00GOLGWVK']",0.2873303167420814,0.33031674208144796,0.2081447963800905,0.7244094488188977,2.1930751806709097,0.11323478225261564,2.4299935358758895,0.7633540372670807
"['B00FTJI60I', 'B00AS527QW']",['B00IGYPALG'],0.2420814479638009,0.2873303167420814,0.1832579185520362,0.7570093457943925,2.6346309515048936,0.11370057943121557,2.9329098503306645,0.8186106504514465
"['B00FTJI60I', 'B00IGYPALG']",['B00AS527QW'],0.2149321266968326,0.3416289592760181,0.1832579185520362,0.8526315789473683,2.495782502614151,0.109830879793616,4.467517776341302,0.7634041342014445
"['B00AS527QW', 'B00IGYPALG']",['B00FTJI60I'],0.22850678733031674,0.36199095022624433,0.1832579185520362,0.8019801980198019,2.215470297029703,0.1005405294731885,3.221945701357465,0.711125592846023
"['B00FTJI60I', 'B00GOLGWVK', 'B00IGYPALG']",['B00CXZPG0O'],0.2081447963800905,0.47737556561085975,0.20588235294117646,0.9891304347826086,2.0720173088811045,0.10651911304027352,48.081447963800684,0.653375196232339
"['B00FTJI60I', 'B00CXZPG0O', 'B00IGYPALG']",['B00GOLGWVK'],0.21040723981900453,0.47058823529411764,0.20588235294117646,0.9784946236559139,2.079301075268817,0.10686718126164492,24.617647058823426,0.6573884568153909
"['B00GOLGWVK', 'B00CXZPG0O', 'B00IGYPALG']",['B00FTJI60I'],0.24660633484162897,0.36199095022624433,0.20588235294117646,0.8348623853211008,2.306307339449541,0.11661309146004381,3.863499245852184,0.7518067518067518
"['B00FTJI60I', 'B00IGYPALG']","['B00GOLGWVK', 'B00CXZPG0O']",0.2149321266968326,0.3936651583710407,0.20588235294117646,0.9578947368421051,2.4332728372655774,0.12127106324604327,14.400452488687739,0.750292934730975
"['B00GOLGWVK', 'B00IGYPALG']","['B00FTJI60I', 'B00CXZPG0O']",0.2579185520361991,0.3190045248868778,0.20588235294117646,0.7982456140350876,2.502301853925594,0.12360516778935729,3.3753688766476477,0.8090324309836504
"['B00CXZPG0O', 'B00IGYPALG']","['B00FTJI60I', 'B00GOLGWVK']",0.26018099547511314,0.33031674208144796,0.20588235294117646,0.7913043478260868,2.395592614651578,0.11994021416432914,3.20889894419306,0.7874449709312094
['B00IGYPALG'],"['B00FTJI60I', 'B00GOLGWVK', 'B00CXZPG0O']",0.2873303167420814,0.3054298642533937,0.20588235294117646,0.7165354330708662,2.3459900845727617,0.11812309330275791,2.450289089994973,0.8050584336298622
"['B00FTJI60I', 'B00GOLGWVK', 'B00AS527QW']",['B00IGYPALG'],0.2420814479638009,0.2873303167420814,0.1832579185520362,0.7570093457943925,2.6346309515048936,0.11370057943121557,2.9329098503306645,0.8186106504514465
"['B00FTJI60I', 'B00GOLGWVK', 'B00IGYPALG']",['B00AS527QW'],0.2081447963800905,0.3416289592760181,0.1832579185520362,0.8804347826086956,2.5771667146559167,0.11214962838598716,5.506375976964208,0.7728395061728395
"['B00FTJI60I', 'B00AS527QW', 'B00IGYPALG']",['B00GOLGWVK'],0.1832579185520362,0.47058823529411764,0.1832579185520362,1.0,2.125,0.09701889805696033,inf,0.6481994459833794
"['B00GOLGWVK', 'B00AS527QW', 'B00IGYPALG']",['B00FTJI60I'],0.22171945701357465,0.36199095022624433,0.1832579185520362,0.826530612244898,2.283290816326531,0.10299748162404536,3.67793452222518,0.722150445018662
"['B00FTJI60I', 'B00AS527QW']","['B00GOLGWVK', 'B00IGYPALG']",0.2420814479638009,0.2579185520361991,0.1832579185520362,0.7570093457943925,2.935071323167732,0.12082062201838617,3.053950574312565,0.8698728579325594
"['B00FTJI60I', 'B00IGYPALG']","['B00GOLGWVK', 'B00AS527QW']",0.2149321266968326,0.3054298642533937,0.1832579185520362,0.8526315789473683,2.7915789473684205,0.11761122827132939,4.713154492566253,0.8174831892411143
"['B00GOLGWVK', 'B00IGYPALG']","['B00FTJI60I', 'B00AS527QW']",0.2579185520361991,0.2420814479638009,0.1832579185520362,0.7105263157894736,2.935071323167732,0.12082062201838617,2.6182640888523228,0.8884372177055103
"['B00AS527QW', 'B00IGYPALG']","['B00FTJI60I', 'B00GOLGWVK']",0.22850678733031674,0.33031674208144796,0.1832579185520362,0.8019801980198019,2.4279126542791265,0.10777830101758767,3.381900452488687,0.762318525759386
"['B00FTJI60I', 'B00CXZPG0O', 'B00AS527QW']",['B00IGYPALG'],0.23755656108597284,0.2873303167420814,0.1832579185520362,0.7714285714285715,2.6848143982002255,0.115000716611044,3.1179298642533944,0.8230574788438291
"['B00FTJI60I', 'B00CXZPG0O', 'B00IGYPALG']",['B00AS527QW'],0.21040723981900453,0.3416289592760181,0.1832579185520362,0.8709677419354838,2.549455244605853,0.11137671218853011,5.102375565610855,0.7697124058155576
"['B00FTJI60I', 'B00AS527QW', 'B00IGYPALG']",['B00CXZPG0O'],0.1832579185520362,0.47737556561085975,0.1832579185520362,1.0,2.09478672985782,0.09577506603058904,inf,0.6398891966759002
"['B00CXZPG0O', 'B00AS527QW', 'B00IGYPALG']",['B00FTJI60I'],0.22171945701357465,0.36199095022624433,0.1832579185520362,0.826530612244898,2.283290816326531,0.10299748162404536,3.67793452222518,0.722150445018662
"['B00FTJI60I', 'B00AS527QW']","['B00CXZPG0O', 'B00IGYPALG']",0.2420814479638009,0.26018099547511314,0.1832579185520362,0.7570093457943925,2.9095489638358387,0.12027292643475766,3.0446397493908806,0.8659296112032431
"['B00FTJI60I', 'B00IGYPALG']","['B00CXZPG0O', 'B00AS527QW']",0.2149321266968326,0.3054298642533937,0.1832579185520362,0.8526315789473683,2.7915789473684205,0.11761122827132939,4.713154492566253,0.8174831892411143
"['B00CXZPG0O', 'B00IGYPALG']","['B00FTJI60I', 'B00AS527QW']",0.26018099547511314,0.2420814479638009,0.1832579185520362,0.7043478260869565,2.9095489638358387,0.12027292643475766,2.563548043651849,0.887114433495677
"['B00AS527QW', 'B00IGYPALG']","['B00FTJI60I', 'B00CXZPG0O']",0.22850678733031674,0.3190045248868778,0.1832579185520362,0.8019801980198019,2.51400884769328,0.11036321942630167,3.439027149321266,0.7806017160855871
"['B00FTJI60I', 'B00GOLGWVK', 'B00CXZPG0O', 'B00AS527QW']",['B00IGYPALG'],0.23755656108597284,0.2873303167420814,0.1832579185520362,0.7714285714285715,2.6848143982002255,0.115000716611044,3.1179298642533944,0.8230574788438291
"['B00FTJI60I', 'B00GOLGWVK', 'B00AS527QW', 'B00IGYPALG']",['B00CXZPG0O'],0.1832579185520362,0.47737556561085975,0.1832579185520362,1.0,2.09478672985782,0.09577506603058904,inf,0.6398891966759002
"['B00FTJI60I', 'B00CXZPG0O', 'B00AS527QW', 'B00IGYPALG']",['B00GOLGWVK'],0.1832579185520362,0.47058823529411764,0.1832579185520362,1.0,2.125,0.09701889805696033,inf,0.6481994459833794
"['B00FTJI60I', 'B00GOLGWVK', 'B00CXZPG0O', 'B00IGYPALG']",['B00AS527QW'],0.20588235294117646,0.3416289592760181,0.1832579185520362,0.8901098901098901,2.605487228003784,0.11292254458344422,5.991176470588233,0.7759487882944671
"['B00GOLGWVK', 'B00CXZPG0O', 'B00AS527QW', 'B00IGYPALG']",['B00FTJI60I'],0.2171945701357466,0.36199095022624433,0.1832579185520362,0.8437499999999999,2.3308593749999997,0.1046354497246166,4.083257918552033,0.7293941340184115
"['B00FTJI60I', 'B00GOLGWVK', 'B00AS527QW']","['B00CXZPG0O', 'B00IGYPALG']",0.2420814479638009,0.26018099547511314,0.1832579185520362,0.7570093457943925,2.9095489638358387,0.12027292643475766,3.0446397493908806,0.8659296112032431
"['B00FTJI60I', 'B00CXZPG0O', 'B00AS527QW']","['B00GOLGWVK', 'B00IGYPALG']",0.23755656108597284,0.2579185520361991,0.1832579185520362,0.7714285714285715,2.9909774436090224,0.12198767429004319,3.2466063348416294,0.8730629739531817
"['B00FTJI60I', 'B00AS527QW', 'B00IGYPALG']","['B00GOLGWVK', 'B00CXZPG0O']",0.1832579185520362,0.3936651583710407,0.1832579185520362,1.0,2.5402298850574714,0.11111566102250157,inf,0.742382271468144
"['B00FTJI60I', 'B00GOLGWVK', 'B00IGYPALG']","['B00CXZPG0O', 'B00AS527QW']",0.2081447963800905,0.3054298642533937,0.1832579185520362,0.8804347826086956,2.8826086956521735,0.11968428164861487,5.809132044426158,0.8247619047619047
"['B00FTJI60I', 'B00CXZPG0O', 'B00IGYPALG']","['B00GOLGWVK', 'B00AS527QW']",0.21040723981900453,0.3054298642533937,0.1832579185520362,0.8709677419354838,2.851612903225806,0.11899326385618639,5.382918552036195,0.822349570200573
"['B00GOLGWVK', 'B00AS527QW', 'B00IGYPALG']","['B00FTJI60I', 'B00CXZPG0O']",0.22171945701357465,0.3190045248868778,0.1832579185520362,0.826530612244898,2.590968302214503,0.11252840850924428,3.925738621240352,0.7889750215331611
"['B00CXZPG0O', 'B00AS527QW', 'B00IGYPALG']","['B00FTJI60I', 'B00GOLGWVK']",0.22171945701357465,0.33031674208144796,0.1832579185520362,0.826530612244898,2.5022365110427733,0.11002026985524456,3.8605270162363596,0.7713896066609245
"['B00GOLGWVK', 'B00CXZPG0O', 'B00IGYPALG']","['B00FTJI60I', 'B00AS527QW']",0.24660633484162897,0.2420814479638009,0.1832579185520362,0.7431192660550457,3.0697076223956095,0.12355909993652872,2.950468648998059,0.8949319690060431
"['B00FTJI60I', 'B00AS527QW']","['B00GOLGWVK', 'B00CXZPG0O', 'B00IGYPALG']",0.2420814479638009,0.24660633484162897,0.1832579185520362,0.7570093457943925,3.06970762239561,0.12355909993652872,3.100504698920988,0.8895890915791413
"['B00FTJI60I', 'B00IGYPALG']","['B00GOLGWVK', 'B00CXZPG0O', 'B00AS527QW']",0.2149321266968326,0.2828054298642534,0.1832579185520362,0.8526315789473683,3.0149052631578943,0.12247394606990028,4.866677440206848,0.851282598640908
"['B00AS527QW', 'B00IGYPALG']","['B00FTJI60I', 'B00GOLGWVK', 'B00CXZPG0O']",0.22850678733031674,0.3054298642533937,0.1832579185520362,0.8019801980198019,2.6257425742574254,0.11346512151675844,3.5075791855203606,0.8025415444770283
"['B00GOLGWVK', 'B00IGYPALG']","['B00FTJI60I', 'B00CXZPG0O', 'B00AS527QW']",0.2579185520361991,0.23755656108597284,0.1832579185520362,0.7105263157894736,2.9909774436090224,0.12198767429004319,2.6338955162484563,0.8970189701897019
"['B00CXZPG0O', 'B00IGYPALG']","['B00FTJI60I', 'B00GOLGWVK', 'B00AS527QW']",0.26018099547511314,0.2420814479638009,0.1832579185520362,0.7043478260869565,2.9095489638358387,0.12027292643475766,2.563548043651849,0.887114433495677
"['B00BXLSZPM', 'B00IGYPALG']",['B00CXZPG0O'],0.18778280542986425,0.47737556561085975,0.1832579185520362,0.9759036144578312,2.044309941186547,0.09361499559796072,21.68891402714925,0.6289418480690533
"['B00CXZPG0O', 'B00IGYPALG']",['B00BXLSZPM'],0.26018099547511314,0.3167420814479638,0.1832579185520362,0.7043478260869565,2.223726708074534,0.1008476484920456,2.3110194303965925,0.7438365990863441
"['B00BXLSZPM', 'B00IGYPALG']",['B00GOLGWVK'],0.18778280542986425,0.47058823529411764,0.17873303167420815,0.9518072289156627,2.022590361445783,0.09036465264838968,10.985294117647074,0.6224745248757096
"['B00BXLSZPM', 'B00AS527QW']",['B00IGYPALG'],0.23076923076923078,0.2873303167420814,0.16968325791855204,0.7352941176470588,2.559055118110236,0.10337626174730248,2.6923076923076916,0.7920000000000001
"['B00BXLSZPM', 'B00IGYPALG']",['B00AS527QW'],0.18778280542986425,0.3416289592760181,0.16968325791855204,0.9036144578313253,2.6450171547115615,0.10553121352961652,6.830599547511314,0.765719591457753
"['B00AS527QW', 'B00IGYPALG']",['B00BXLSZPM'],0.22850678733031674,0.3167420814479638,0.16968325791855204,0.7425742574257427,2.344413012729845,0.09730554247456032,2.6541942220675265,0.7433040078201368
"['B00FTJI60I', 'B00IGYPALG']",['B00BXLSZPM'],0.2149321266968326,0.3167420814479638,0.16515837104072398,0.7684210526315789,2.426015037593985,0.09708032186073176,2.9504319210201557,0.7487268564209861
"['B00BXLSZPM', 'B00IGYPALG']",['B00FTJI60I'],0.18778280542986425,0.36199095022624433,0.16515837104072398,0.8795180722891566,2.429668674698795,0.09718269486701746,5.295475113122169,0.7244629297515931
"['B00GOLGWVK', 'B00BXLSZPM', 'B00IGYPALG']",['B00CXZPG0O'],0.17873303167420815,0.47737556561085975,0.17647058823529413,0.9873417721518988,2.068270442138101,0.0911478061464753,41.287330316742214,0.6289114925478562
"['B00BXLSZPM', 'B00CXZPG0O', 'B00IGYPALG']",['B00GOLGWVK'],0.1832579185520362,0.47058823529411764,0.17647058823529413,0.9629629629629631,2.0462962962962967,0.09023156774021827,14.294117647058888,0.626038781163435
"['B00GOLGWVK', 'B00CXZPG0O', 'B00IGYPALG']",['B00BXLSZPM'],0.24660633484162897,0.3167420814479638,0.17647058823529413,0.7155963302752294,2.2592398427260814,0.09835998443930305,2.402423003941031,0.7398167398167398
"['B00BXLSZPM', 'B00IGYPALG']","['B00GOLGWVK', 'B00CXZPG0O']",0.18778280542986425,0.3936651583710407,0.17647058823529413,0.9397590361445783,2.387203988367262,0.10254704039638829,10.065158371040729,0.7154488965073924
"['B00BXLSZPM', 'B00CXZPG0O', 'B00AS527QW']",['B00IGYPALG'],0.22624434389140272,0.2873303167420814,0.167420814479638,0.74,2.5754330708661417,0.10241395548821686,2.7410372432996866,0.7905800537379484
"['B00BXLSZPM', 'B00CXZPG0O', 'B00IGYPALG']",['B00AS527QW'],0.1832579185520362,0.3416289592760181,0.167420814479638,0.9135802469135802,2.674188537323195,0.10481460248561658,7.618293471234643,0.7665269147263607
"['B00BXLSZPM', 'B00AS527QW', 'B00IGYPALG']",['B00CXZPG0O'],0.16968325791855204,0.47737556561085975,0.167420814479638,0.9866666666666666,2.066856240126382,0.08641817325607581,39.19683257918526,0.6216584431843287
"['B00CXZPG0O', 'B00AS527QW', 'B00IGYPALG']",['B00BXLSZPM'],0.22171945701357465,0.3167420814479638,0.167420814479638,0.7551020408163265,2.3839650145772593,0.09719293216764603,2.7899698340874806,0.7459145191703331
"['B00BXLSZPM', 'B00AS527QW']","['B00CXZPG0O', 'B00IGYPALG']",0.23076923076923078,0.26018099547511314,0.167420814479638,0.7254901960784312,2.7884057971014484,0.10737904629307343,2.695054945054944,0.8337837837837838
"['B00BXLSZPM', 'B00IGYPALG']","['B00CXZPG0O', 'B00AS527QW']",0.18778280542986425,0.3054298642533937,0.167420814479638,0.891566265060241,2.919053993752789,0.11006633770807311,6.405480140774257,0.8094180531506436
"['B00AS527QW', 'B00IGYPALG']","['B00BXLSZPM', 'B00CXZPG0O']",0.22850678733031674,0.29411764705882354,0.167420814479638,0.7326732673267327,2.491089108910891,0.10021293585307425,2.640522875816993,0.7758579694063564
"['B00GOLGWVK', 'B00BXLSZPM', 'B00AS527QW']",['B00IGYPALG'],0.21945701357466063,0.2873303167420814,0.16515837104072398,0.7525773195876289,2.61920610439159,0.10210171781904548,2.8803733031674206,0.792019058963669
"['B00GOLGWVK', 'B00BXLSZPM', 'B00IGYPALG']",['B00AS527QW'],0.17873303167420815,0.3416289592760181,0.16515837104072398,0.9240506329113923,2.7048369519657975,0.10409799144161666,8.668552036199086,0.7674629231291746
"['B00BXLSZPM', 'B00AS527QW', 'B00IGYPALG']",['B00GOLGWVK'],0.16968325791855204,0.47058823529411764,0.16515837104072398,0.9733333333333333,2.0683333333333334,0.08530742613787595,19.852941176470544,0.622074577283416
"['B00GOLGWVK', 'B00AS527QW', 'B00IGYPALG']",['B00BXLSZPM'],0.22171945701357465,0.3167420814479638,0.16515837104072398,0.7448979591836735,2.3517492711370265,0.09493048872873201,2.6783710407239827,0.7385313794201975
"['B00BXLSZPM', 'B00AS527QW']","['B00GOLGWVK', 'B00IGYPALG']",0.23076923076923078,0.2579185520361991,0.16515837104072398,0.7156862745098038,2.77485380116959,0.10563870518621649,2.6100795755968162,0.8315068493150686
